기관ID,구,주소
C1108082,관악구,서울특별시 관악구 남부순환로 1869 1층 (봉천동)
C1103948,중구,서울특별시 중구 서소문로 116 유원빌딩 지하1층 (서소문동)
C1101825,서대문구,서울특별시 서대문구 수색로 38 (남가좌동)
C1107920,서대문구,서울특별시 서대문구 수색로 34 1층 (남가좌동)
C1101827,서대문구,서울특별시 서대문구 증가로 129 (남가좌동)
C1101829,송파구,서울특별시 송파구 백제고분로 258 삼전원빌딩 (삼전동)
C1102854,구로구,서울특별시 구로구 새말로 97 신도림테크노마트 지하1층 BS026호 (구로동)
C1104537,양천구,서울특별시 양천구 남부순환로59길 9 (신월동)
C1108856,성북구,서울특별시 성북구 화랑로11길 23 1층 (하월곡동)
C1107691,서초구,서울특별시 서초구 성촌길 34 지하1층 (우면동 (주)삼성전자서울R&D캠퍼스)
C1108803,강동구,서울특별시 강동구 고덕로 390 고덕아르테온아파트(상가1동) 2층 204호 (상일동)
C1101514,양천구,서울특별시 양천구 목동로27길 6 1층 (신정동)
C1109123,강서구,서울특별시 강서구 곰달래로 272 1층 103호 (화곡동)
C1101516,양천구,서울특별시 양천구 목동동로 430 (목동)
C1103533,양천구,서울특별시 양천구 목동서로 38 102(목동목동6단지아파트일반상가)
C1104514,양천구,서울특별시 양천구 목동동로12길 45
C1101519,양천구,서울특별시 양천구 목동중앙북로 27
C1108679,양천구,서울특별시 양천구 신월로 170 1층 (신월동)
C1102624,양천구,서울특별시 양천구 오목로 232 112호 (신정동 보성상가)
C1101521,양천구,서울특별시 양천구 목동동로 435 1층 105호 (목동)
C1101542,양천구,서울특별시 양천구 목동로 210
C1108887,양천구,서울특별시 양천구 목동서로 155 목동파라곤 지하1층 7호 (목동)
C1103233,양천구,서울특별시 양천구 목동남로4길 2 118~123호(신정동)
C1108628,양천구,서울특별시 양천구 목동동로 309 지하1층 (목동)
C1101930,용산구,서울특별시 용산구 청파로 387  (서계동)
C1104196,노원구,서울특별시 노원구 상계로37길 29 (상계동)
C1103093,강서구,서울특별시 강서구 등촌로5길 5 (화곡동)
C1101544,강남구,서울특별시 강남구 양재대로55길 11 1층 (일원동)
C1102627,중랑구,서울특별시 중랑구 면목로 303  (면목동)
C1101674,중구,서울특별시 중구 창경궁로1길 38 무릉약국 (충무로4가)
C1101708,금천구,서울특별시 금천구 시흥대로 406 (독산동)
C1101710,서대문구,서울특별시 서대문구 연희로 407 연희8빌딩 1층 (홍은동)
C1101712,강동구,서울특별시 강동구 진황도로61길 42 104호 (둔촌동 둔촌동주상복합)
C1102746,양천구,서울특별시 양천구 등촌로 214 (목동)
C1107465,영등포구,서울특별시 영등포구 선유로 76 동국메뜨리앙 3층 305호 (문래동3가)
C1103614,광진구,서울특별시 광진구 뚝섬로 498-1 (자양동)
C1102807,도봉구,서울특별시 도봉구 도봉로 471  (쌍문동)
C1100084,노원구,서울특별시 노원구 화랑로 325 (월계동)
C1102622,영등포구,서울특별시 영등포구 영등포로 118 성지빌딩 1층 12호 (당산동2가)
C1108743,영등포구,서울특별시 영등포구 선유로9길 10 SK V1 Center 1층 105호 (문래동6가)
C1102108,관악구,서울특별시 관악구 양녕로 34 (봉천동)
C1103391,금천구,서울특별시 금천구 독산로64길 39
C1109003,송파구,서울특별시 송파구 송파대로 98 선도빌딩 1층 (문정동)
C1101606,송파구,서울특별시 송파구 동남로4길 25 금천빌딩 (문정동)
C1107726,송파구,서울특별시 송파구 송파대로 167 문정역테라타워 지하1층 G132호 (문정동)
C1107764,송파구,서울특별시 송파구 법원로 114 엠스테이트 C-218호 (문정동)
C1107753,송파구,서울특별시 송파구 법원로 114 엠스테이트 C동 214호 (문정동)
C1103091,양천구,서울특별시 양천구 지양로3길 10-1 (신월동)
C1108179,양천구,서울특별시 양천구 신월로 341 4층 (신정동)
C1104520,강남구,서울특별시 강남구 학동로 342
C1101511,은평구,서울특별시 은평구 응암로 264 서울빌딩 1층 (응암동)
C1101512,강서구,서울특별시 강서구 월정로30길 52 (화곡동)
C1109101,용산구,서울특별시 용산구 한강대로 259 고려에이트리움 1층 109호 (갈월동)
C1102717,양천구,서울특별시 양천구 목동동로 379 113호(목동광장상가)
C1102908,동대문구,서울특별시 동대문구 이문로 114 한국외국어대학교 글로벌홀 1층 (이문동)
C1108796,송파구,서울특별시 송파구 강동대로 63 1층 (풍납동)
C1102718,서초구,서울특별시 서초구 고무래로 90-7 서초쇼핑 (서초동)
C1102685,구로구,서울특별시 구로구 구로동로 145-6 B동 12층 (구로동)
C1102762,노원구,서울특별시 노원구 상계로5길 32 금호프라자 110호 111호 (상계동)
C1101603,중랑구,서울특별시 중랑구 겸재로 113 (면목동)
C1108722,강서구,서울특별시 강서구 양천로14길 23 효성빌딩 1층 101호 (방화동)
C1103390,광진구,서울특별시 광진구 군자로 85 (군자동)
C1101600,성북구,서울특별시 성북구 고려대로 85 (안암동5가)
C1103804,영등포구,서울특별시 영등포구 국제금융로8길 11 306호(여의도동에르트빌딩)
C1101601,송파구,서울특별시 송파구 오금로 516 삼정빌딩 1층 (거여동)
C1101700,노원구,서울특별시 노원구 노해로 492 프린스빌딩
C1102722,용산구,서울특별시 용산구 독서당로 67
C1102686,금천구,서울특별시 금천구 독산로 290
C1100031,은평구,서울특별시 은평구 백련산로 84  (응암동 백련산 힐스테이트 2차)
C1101702,송파구,서울특별시 송파구 토성로 65 2층 202-2호 (풍납동 태양상가 202-2호)
C1101506,강동구,서울특별시 강동구 동남로81길 76  (고덕동)
C1103223,구로구,서울특별시 구로구 구로동로 77 동해빌딩 지하1층 (구로동)
C1101509,송파구,서울특별시 송파구 송파대로 374 (송파동)
C1102731,강남구,서울특별시 강남구 압구정로 113-22  (압구정동)
C1104226,영등포구,서울특별시 영등포구 도신로29길 28
C1102022,노원구,서울특별시 노원구 동일로 1533 102호 (상계동 백산빌딩)
C1107997,동대문구,서울특별시 동대문구 장안벚꽃로 107 상가1동 2층 215-1호 (장안동 장안현대홈타운)
C1100046,마포구,서울특별시 마포구 월드컵북로 396
C1103850,성북구,서울특별시 성북구 보국문로 49 1층 (정릉동)
C1108206,동대문구,서울특별시 동대문구 고산자로 473 (제기동)
C1107843,성북구,서울특별시 성북구 동소문로 10 1층
C1103112,영등포구,서울특별시 영등포구 영신로 238
C1109149,강남구,서울특별시 강남구 테헤란로 503 하이브로빌딩 2층 일부호 (삼성동)
C1101498,강동구,서울특별시 강동구 구천면로 232
C1101491,서초구,서울특별시 서초구 서운로 39 1층 101호 (서초동 원진빌딩)
C1101496,송파구,서울특별시 송파구 오금로31길 11 (방이동)
C1102160,관악구,서울특별시 관악구 남부순환로143나길 7 (신림동)
C1101435,마포구,서울특별시 마포구 마포대로 68
C1101373,강남구,서울특별시 강남구 테헤란로 514 5층 (대치동삼흥제2빌딩)
C1107085,영등포구,서울특별시 영등포구 문래로 83 (문래동3가)
C1109151,양천구,서울특별시 양천구 곰달래로5길 17 신월프라자 1층 (신월동)
C1104571,동대문구,서울특별시 동대문구 전농로 128 1층 (전농동)
C1108669,도봉구,서울특별시 도봉구 도봉로 678 홈플러스데스코㈜방학점 지하2층 (방학동)
C1107228,강서구,서울특별시 강서구 양천로 73
C1107916,서대문구,서울특별시 서대문구 통일로 402-1 1층 (홍제동)
C1101433,중랑구,서울특별시 중랑구 망우로 412 기성빌딩 2층 (망우동)
C1101452,노원구,서울특별시 노원구 노원로 452
C1107982,성동구,서울특별시 성동구 왕십리로 271-1 1층 (행당동)
C1101455,광진구,서울특별시 광진구 면목로 126
C1109082,성동구,서울특별시 성동구 독서당로40길 39 옥수 어울림 1층 211호 (옥수동)
C1107089,광진구,서울특별시 광진구 아차산로 373 원이빌딩 1층 (구의동)
C1107663,관악구,서울특별시 관악구 난곡로 295 1층 (신림동)
C1101465,송파구,서울특별시 송파구 올림픽로 119 (잠실동)
C1104012,성동구,서울특별시 성동구 장터길 19
C1102690,강동구,서울특별시 강동구 양재대로 1661 (명일동)
C1103799,영등포구,서울특별시 영등포구 신길로 149
C1107901,강북구,서울특별시 강북구 도봉로 217 1층 (미아동)
C1103576,강북구,서울특별시 강북구 도봉로 65 1층 (미아동)
C1102691,마포구,서울특별시 마포구 신촌로 174 102호 (대흥동)
C1103371,강북구,서울특별시 강북구 솔샘로 229-1 (미아동)
C1103455,강서구,서울특별시 강서구 양천로6길 28  (방화동 도시개발12단지아파트)
C1101471,강서구,서울특별시 강서구 강서로47가길 12 1층 (내발산동)
C1104122,강서구,서울특별시 강서구 강서로 299
C1103783,강남구,서울특별시 강남구 강남대로 390 B105호(역삼동미진프라자)
C1104517,중구,서울특별시 중구 장충단로 201 1층 (장충동1가)
C1101862,서초구,서울특별시 서초구 강남대로30길 58 1층 (양재동)
C1107443,은평구,서울특별시 은평구 응암로 179 1층 (응암동)
C1108736,동작구,서울특별시 동작구 보라매로 110 영등포농협 1층 (대방동)
C1101865,강남구,서울특별시 강남구 언주로125길 6 (논현동)
C1103777,성북구,서울특별시 성북구 종암로27길 13 101호 (종암동 도원프라자)
C1104574,동대문구,서울특별시 동대문구 한천로11길 32
C1107464,영등포구,서울특별시 영등포구 가마산로69가길 12 3층 303호 (신길동)
C1103097,종로구,서울특별시 종로구 사직로12길 26
C1108726,송파구,서울특별시 송파구 송파대로 345 1A동 3041호 (가락동 헬리오시티)
C1103366,강북구,서울특별시 강북구 오패산로30길 41 (미아동)
C1101459,성동구,서울특별시 성동구 마장로35길 76
C1101461,도봉구,서울특별시 도봉구 덕릉로 235 (창동)
C1108402,성동구,서울특별시 성동구 독서당로40길 39 옥수 어울림 211호 (옥수동)
C1102689,은평구,서울특별시 은평구 응암로 213 (응암동)
C1101833,중랑구,서울특별시 중랑구 봉우재로43길 24 (상봉동)
C1101832,송파구,서울특별시 송파구 중대로 24  (문정동 올림픽훼밀리타운)
C1107006,구로구,서울특별시 구로구 고척로21나길 17 (개봉동)
C1100268,관악구,서울특별시 관악구 봉천로 534
C1103577,강북구,서울특별시 강북구 덕릉로 79 (수유동)
C1108878,금천구,서울특별시 금천구 시흥대로 230 서평빌딩 3층 301호 (시흥동)
C1101860,구로구,서울특별시 구로구 구로중앙로 60 지하108 (구로동대림오페라타워)
C1108998,동대문구,서울특별시 동대문구 왕산로 189-1 (청량리동)
C1107096,동작구,서울특별시 동작구 상도로 172 (상도동)
C1107556,종로구,서울특별시 종로구 종로 33 지하1층 137호 (청진동)
C1102680,은평구,서울특별시 은평구 통일로 723-1 2층 (대조동 제일쇼핑)
C1109031,강서구,서울특별시 강서구 강서로 341  (내발산동)
C1108688,중랑구,서울특별시 중랑구 망우로 305 지하1층 (상봉동)
C1109154,구로구,서울특별시 구로구 경인로67길 23 101동 302호 (신도림동 신도림2차푸르지오)
C1107467,영등포구,서울특별시 영등포구 여의대방로 145 1층 (신길동 세인트빌딩)
C1108384,송파구,서울특별시 송파구 백제고분로 126 오룡빌딩 101호 (잠실동)
C1104663,중랑구,서울특별시 중랑구 용마산로 503 1층 (망우동)
C1104573,동대문구,서울특별시 동대문구 휘경로 34 (휘경동)
C1102628,노원구,서울특별시 노원구 공릉로59길 28
C1108420,구로구,서울특별시 구로구 구로중앙로 212 영삼빌딩 1층 101호 (구로동)
C1101843,종로구,서울특별시 종로구 종로 335-1 지하1층 (창신동명제빌딩)
C1103991,양천구,서울특별시 양천구 목동중앙북로7가길 61
C1109145,금천구,서울특별시 금천구 시흥대로153길 99 신평대일타운 106호 (가산동)
C1108448,동작구,서울특별시 동작구 상도로 153 1층 (상도동)
C1109143,강서구,서울특별시 강서구 양천로 556 강서메디칼센터 103호 (등촌동)
C1109114,동대문구,서울특별시 동대문구 사가정로 80 카운티에비뉴 121호 (답십리동)
C1107927,강남구,서울특별시 강남구 도산대로 157 1층 (신사동)
C1107381,서초구,서울특별시 서초구 서초중앙로 45 1층 102호 (서초동 서초레몬)
C1108138,영등포구,서울특별시 영등포구 선유로 138 롯데마트 양평점 지하1층 (양평동3가)
C1100673,강북구,서울특별시 강북구 노해로 95-1
